"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107191","051617","4","4","4","4","4","4","3","19","54.00"
"15106107227","051617","4","4","4","4","4","4","3","19","42.00"
"15106107228","051617","5","5","4","4","4","3","4","19","30.00"
"15106107229","051617","5","5","4","4","4","4","4","20","52.00"
"15106107230","051617","4","4","4","4","4","4","4","20","53.00"
"15106107231","051617","4","4","4","4","4","4","4","20","47.00"
"15106107233","051617","5","5","4","4","4","4","4","20","51.00"
"15106107234","051617","5","5","4","4","4","4","4","20","52.00"
"15106107235","051617","5","5","3","4","4","4","4","19","43.00"
"15106107236","051617","5","5","4","4","4","4","2","18","42.00"
"15106107237","051617","5","5","4","4","4","4","4","20","53.00"
"15106107238","051617","4","5","4","4","4","4","4","20","42.00"
"15106107239","051617","4","4","4","4","3","3","3","17","46.00"
"15106107240","051617","5","5","4","4","2","4","4","18","45.00"
"15106107241","051617","4","4","4","4","4","4","4","20","40.00"
"15106107242","051617","5","4","4","3","4","4","4","19","40.00"
"15106107244","051617","5","4","3","3","4","4","4","18","41.00"
"15106107245","051617","5","5","4","4","3","4","4","19","45.00"
"15106107246","051617","5","5","4","3","4","4","4","19","44.00"
"15106107247","051617","3","3","4","2","4","4","4","18","37.00"
"15106107248","051617","5","5","4","4","4","4","4","20","50.00"
"15106107249","051617","5","5","4","4","4","4","4","20","49.00"
"15106107250","051617","5","5","4","4","2","4","3","17","48.00"
"15106107253","051617","5","5","4","4","4","4","4","20","42.00"
"15106107254","051617","5","5","3","4","4","4","4","19","41.00"
"15106107255","051617","4","4","4","4","3","4","4","19","41.00"
"15106107256","051617","5","4","2","4","3","0","3","12","45.00"
"15106107257","051617","4","5","2","1","2","3","3","11","35.00"
"15106107259","051617","4","4","4","4","3","3","4","18","46.00"
"15106107260","051617","5","4","3","4","3","4","4","18","43.00"
"15106107262","051617","5","5","4","4","4","4","4","20","41.00"
"15106107263","051617","4","4","4","4","4","4","1","17","38.00"
"15106107264","051617","5","5","4","3","4","4","4","19","49.00"
"15106107265","051617","5","5","4","4","4","4","4","20","40.00"
"15106107266","051617","5","5","4","4","4","4","4","20","46.00"
"15106107267","051617","5","4","4","0","2","4","4","14","38.00"
