"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107191","221201","3","5","4","4","3","4","3","18","31.00"
"15106107227","221201","5","5","4","1","3","4","3","15","27.00"
"15106107228","221201","4","5","4","4","4","4","1","17","32.00"
"15106107229","221201","4","5","4","3","3","3","4","17","39.00"
"15106107230","221201","5","4","4","4","3","4","3","18","46.00"
"15106107231","221201","4","4","4","3","4","3","4","18","25.00"
"15106107232","221201","4","3","3","2","4","4","1","14","33.00"
"15106107233","221201","5","4","4","4","3","4","3","18","38.00"
"15106107234","221201","4","4","4","4","4","3","4","19","55.00"
"15106107235","221201","4","4","4","2","2","4","3","15","29.00"
"15106107236","221201","4","5","4","3","4","4","3","18","25.00"
"15106107237","221201","4","5","4","4","4","4","1","17","35.00"
"15106107238","221201","5","4","4","4","4","2","4","18","31.00"
"15106107239","221201","5","3","2","4","4","4","3","17","39.00"
"15106107240","221201","4","3","3","4","2","4","4","17","25.00"
"15106107241","221201","5","3","1","3","4","4","3","15","42.00"
"15106107242","221201","4","5","4","3","4","4","2","17","16.00"
"15106107243","221201","4","4","3","4","4","4","4","19","33.00"
"15106107244","221201","4","4","4","4","4","3","4","19","30.00"
"15106107245","221201","3","4","4","4","2","4","4","18","34.00"
"15106107246","221201","4","4","4","4","3","4","4","19","25.00"
"15106107247","221201","5","4","4","3","2","2","4","15","24.00"
"15106107248","221201","4","5","4","4","3","4","2","17","40.00"
"15106107249","221201","5","3","3","4","4","3","4","18","25.00"
"15106107250","221201","4","4","3","4","4","4","4","19","36.00"
"15106107253","221201","4","5","4","3","2","4","4","17","33.00"
"15106107254","221201","4","4","4","4","4","2","4","18","31.00"
"15106107255","221201","4","5","4","4","2","4","1","15","15.00"
"15106107256","221201","4","5","4","4","4","3","2","17","16.00"
"15106107257","221201","4","4","4","2","4","3","4","17","15.00"
"15106107258","221201","5","4","4","4","4","3","2","17","44.00"
"15106107259","221201","5","4","2","4","0","3","4","13","30.00"
"15106107260","221201","4","3","4","3","4","3","4","18","38.00"
"15106107262","221201","4","5","4","3","3","3","4","17","41.00"
"15106107263","221201","4","5","3","4","1","4","4","16","25.00"
"15106107264","221201","5","4","3","3","4","3","4","17","35.00"
"15106107265","221201","5","5","4","2","3","2","4","15","25.00"
"15106107266","221201","4","4","3","4","4","4","4","19","51.00"
"15106107267","221201","4","5","3","4","3","2","2","14","35.00"
