"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107191","051403","5","5","3","1","2","0","1","7","41.00"
"15106107227","051403","5","5","3","4","4","4","4","19","46.00"
"15106107228","051403","5","5","3","4","4","3","4","18","51.00"
"15106107229","051403","5","5","3","4","4","3","4","18","51.00"
"15106107230","051403","5","5","4","4","4","4","4","20","44.00"
"15106107231","051403","5","5","4","1","0","2","3","10","27.00"
"15106107233","051403","5","5","4","4","4","4","4","20","57.00"
"15106107234","051403","5","5","4","4","4","4","4","20","52.00"
"15106107235","051403","5","5","0","2","2","4","3","11","27.00"
"15106107236","051403","5","5","4","4","4","3","4","19","38.00"
"15106107237","051403","5","5","4","4","4","4","4","20","49.00"
"15106107238","051403","5","5","4","3","4","4","4","19","49.00"
"15106107239","051403","4","5","3","4","3","3","4","17","39.00"
"15106107240","051403","5","5","4","2","3","4","4","17","38.00"
"15106107241","051403","5","5","4","4","3","2","4","17","43.00"
"15106107242","051403","5","5","2","2","4","1","4","13","30.00"
"15106107244","051403","5","5","4","3","3","4","2","16","35.00"
"15106107245","051403","5","5","2","4","2","3","2","13","53.00"
"15106107246","051403","5","5","4","4","4","4","3","19","35.00"
"15106107247","051403","5","5","1","3","2","4","0","10","39.00"
"15106107248","051403","5","5","1","2","4","4","4","15","55.00"
"15106107249","051403","5","5","4","4","4","4","4","20","49.00"
"15106107250","051403","5","5","4","3","4","4","2","17","48.00"
"15106107253","051403","5","5","2","0","3","3","4","12","32.00"
"15106107254","051403","5","5","4","3","2","2","1","12","42.00"
"15106107255","051403","5","5","4","0","1","4","1","10","25.00"
"15106107256","051403","5","5","1","1","3","0","4","9","31.00"
"15106107257","051403","5","5","3","1","0","1","3","8","29.00"
"15106107259","051403","5","5","4","4","0","3","0","11","52.00"
"15106107260","051403","5","5","4","3","4","2","1","14","37.00"
"15106107262","051403","5","5","2","1","4","0","4","11","38.00"
"15106107263","051403","5","5","4","3","3","4","1","15","28.00"
"15106107264","051403","5","5","3","4","3","4","4","18","46.00"
"15106107265","051403","5","5","1","3","4","3","0","11","48.00"
"15106107266","051403","5","5","3","4","4","4","4","19","62.00"
"15106107267","051403","5","5","3","0","0","0","3","6","29.00"
