"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","211202","4","4","4","2","4","4","3","17","53"
"14106107183","211202","4","4","3","4","3","4","3","17","65"
"14106107184","211202","4","4","3","3","4","4","2","16","59"
"14106107185","211202","4","4","3","4","4","2","4","17","64"
"14106107186","211202","4","5","3","1","4","4","4","16","67"
"14106107187","211202","4","4","1","4","4","3","4","16","65"
"14106107188","211202","4","4","3","4","4","2","4","17","64"
"14106107189","211202","4","5","3","3","4","4","2","16","62"
"14106107192","211202","4","5","4","4","2","4","2","16","61"
"14106107197","211202","4","4","4","4","4","1","4","17","60"
"14106107198","211202","4","5","4","4","2","3","3","16","58"
"14106107201","211202","4","4","3","3","3","4","4","17","56"
"14106107202","211202","4","5","4","4","4","3","1","16","60"
"14106107203","211202","4","4","4","4","3","4","2","17","69"
"14106107204","211202","4","5","3","3","4","3","3","16","62"
"14106107205","211202","4","5","4","4","2","4","2","16","61"
"14106107206","211202","4","4","4","4","4","2","3","17","63"
"14106107207","211202","4","4","3","4","2","4","3","16","60"
"14106107209","211202","4","4","4","4","3","4","2","17","52"
"14106107211","211202","4","4","4","2","4","3","4","17","63"
"14106107263","211202","4","4","2","4","4","4","3","17","61"
"14106107264","211202","4","5","3","4","4","2","4","17","63"
"14106107265","211202","4","5","3","3","4","2","4","16","67"
"14106107266","211202","4","5","4","4","2","4","2","16","64"
"14106107267","211202","4","4","2","4","4","4","3","17","63"
"14106107268","211202","4","5","2","4","4","4","2","16","60"
"14106107269","211202","4","4","4","3","3","3","4","17","64"
"14106107270","211202","4","5","3","4","1","4","4","16","61"
