"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107227","41503","4","3","1","3","2","0","1","7","27"
"15106107228","41503","3","4","4","2","1","2","2","11","25"
"15106107229","41503","4","3","2","4","0","3","2","11","28"
"15106107230","41503","4","3","3","0","1","1","2","7","26"
"15106107231","41503","4","3","3","0","2","0","4","9","25"
"15106107233","41503","3","4","2","4","1","4","1","12","27"
"15106107234","41503","3","4","4","0","4","3","1","12","28"
"15106107235","41503","3","4","2","2","0","4","4","12","27"
"15106107236","41503","3","4","2","0","2","4","4","12","27"
"15106107237","41503","3","4","1","1","3","4","3","12","26"
"15106107238","41503","4","3","1","2","3","3","3","12","28"
"15106107239","41503","3","4","0","3","2","0","3","8","25"
"15106107240","41503","3","4","1","2","0","2","2","7","28"
"15106107241","41503","4","3","0","2","3","2","0","7","28"
"15106107242","41503","4","3","0","2","3","2","4","11","28"
"15106107244","41503","4","3","1","2","2","2","1","8","26"
"15106107245","41503","4","3","4","2","2","0","1","9","26"
"15106107246","41503","3","4","2","0","3","3","4","12","28"
"15106107247","41503","4","3","0","3","2","1","1","7","25"
"15106107248","41503","3","4","2","2","3","3","2","12","25"
"15106107249","41503","3","4","2","3","3","2","2","12","28"
"15106107250","41503","4","3","0","1","4","3","4","12","27"
"15106107253","41503","4","3","4","2","4","1","1","12","27"
"15106107254","41503","4","3","4","1","4","0","3","12","26"
"15106107255","41503","4","3","1","3","3","1","4","12","27"
"15106107256","41503","4","3","1","1","4","2","0","8","27"
"15106107257","41503","3","4","3","0","0","4","0","7","27"
"15106107259","41503","3","4","0","1","1","3","3","8","25"
"15106107260","41503","3","4","2","1","1","3","0","7","26"
"15106107262","41503","4","3","1","2","3","3","0","9","27"
"15106107263","41503","4","3","0","2","1","1","3","7","24"
"15106107264","41503","4","3","0","4","2","3","3","12","25"
"15106107265","41503","4","3","4","2","1","1","1","9","24"
"15106107266","41503","4","3","2","1","1","4","4","12","28"
"15106107267","41503","3","4","3","0","3","3","2","11","26"
