16106107021,51513,,,14,37
17106107001,51513,,,28,49
17106107002,51513,,,19,36
17106107003,51513,,,23,40
17106107004,51513,,,25,51
17106107005,51513,,,24,47
17106107006,51513,,,19,45
17106107007,51513,,,20,42
17106107008,51513,,,22,50
17106107009,51513,,,25,48
17106107010,51513,,,23,31
17106107011,51513,,,20,41
17106107012,51513,,,13,42
17106107013,51513,,,15,30
17106107014,51513,,,28,52
17106107015,51513,,,21,25
17106107016,51513,,,15,31
17106107017,51513,,,28,33
17106107018,51513,,,25,41
17106107019,51513,,,14,34
17106107020,51513,,,27,42
17106107021,51513,,,18,28
17106107022,51513,,,25,54
17106107023,51513,,,27,42
17106107024,51513,,,24,40
17106107025,51513,,,28,46
17106107026,51513,,,15,44
17106107028,51513,,,27,48
17106107029,51513,,,21,41
17106107030,51513,,,21,39
17106107031,51513,,,15,38
17106107032,51513,,,17,32
17106107034,51513,,,20,43
17106107036,51513,,,16,45
17106107037,51513,,,16,27
17106107038,51513,,,15,27
17106107039,51513,,,17,42
17106107040,51513,,,24,48
17106107041,51513,,,11,26
17106107042,51513,,,19,51
18106107902,51513,,,23,38
18106107903,51513,,,22,39
18106107904,51513,,,14,43
18106107905,51513,,,23,50
18106107906,51513,,,23,38
18106107907,51513,,,23,45
18106107908,51513,,,16,34
18106107909,51513,,,13,46
