"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","51511","4","3","1","3","0","4","0","8","28"
"16106107001","51511","4","4","3","4","3","3","3","16","56"
"16106107002","51511","4","3","0","0","4","2","2","8","4"
"16106107003","51511","5","5","2","4","4","4","3","17","55"
"16106107004","51511","5","5","4","4","3","4","4","19","57"
"16106107005","51511","5","5","4","2","3","4","3","16","41"
"16106107006","51511","4","3","3","3","4","3","4","17","49"
"16106107007","51511","5","5","4","4","4","4","3","19","68"
"16106107008","51511","5","5","3","3","4","3","2","15","50"
"16106107009","51511","4","3","4","0","3","0","1","8","10"
"16106107010","51511","5","5","3","4","4","4","4","19","47"
"16106107011","51511","5","5","3","3","4","4","4","18","44"
"16106107012","51511","5","5","4","4","1","3","4","16","21"
"16106107013","51511","5","5","4","4","3","3","4","18","41"
"16106107014","51511","5","5","3","2","4","3","3","15","45"
"16106107015","51511","4","4","4","0","0","2","4","10","43"
"16106107016","51511","4","3","0","2","3","3","0","8","15"
"16106107017","51511","4","4","3","3","2","2","3","13","26"
"16106107018","51511","4","3","4","4","4","2","0","14","58"
"16106107019","51511","4","3","3","1","1","3","3","11","54"
"16106107020","51511","5","5","4","2","4","1","4","15","43"
"16106107022","51511","5","5","3","3","4","1","4","15","51"
"16106107023","51511","4","3","4","1","4","0","4","13","52"
"16106107024","51511","4","3","3","3","3","3","2","14","21"
"16106107025","51511","5","5","4","3","2","3","3","15","9"
"16106107026","51511","5","4","3","2","4","2","4","15","52"
"16106107027","51511","5","5","2","2","3","4","4","15","41"
"16106107028","51511","5","5","4","3","4","4","4","19","63"
"16106107029","51511","4","4","0","3","0","2","4","9","14"
"16106107030","51511","5","5","2","3","4","2","4","15","43"
"16106107031","51511","4","3","4","2","3","1","4","14","39"
"16106107032","51511","5","5","4","4","4","4","2","18","59"
"16106107033","51511","5","5","2","3","4","4","3","16","58"
"16106107034","51511","5","5","4","4","3","2","4","17","33"
"16106107036","51511","5","5","3","4","4","4","4","19","57"
"16106107037","51511","5","5","4","4","4","3","4","19","42"
"16106107039","51511","4","3","4","4","1","2","4","15","40"
"17106107901","51511","5","5","4","0","3","4","4","15","17"
"17106107902","51511","5","5","4","3","4","0","4","15","27"
"17106107903","51511","4","4","1","4","4","2","4","15","21"
