"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","31201","5","4","4","1","3","4","4","16","44"
"16106107001","31201","5","5","2","4","4","4","4","18","56"
"16106107002","31201","5","5","1","3","4","3","2","13","25"
"16106107003","31201","5","5","2","4","3","4","3","16","52"
"16106107004","31201","5","5","3","4","4","4","4","19","57"
"16106107005","31201","5","5","3","4","4","4","3","18","41"
"16106107006","31201","5","5","4","2","4","4","4","18","56"
"16106107007","31201","5","5","4","3","4","3","4","18","54"
"16106107008","31201","5","4","3","4","3","3","3","16","48"
"16106107009","31201","4","4","3","3","4","1","2","13","26"
"16106107010","31201","5","5","3","4","4","4","0","15","58"
"16106107011","31201","5","5","2","3","4","4","3","16","27"
"16106107012","31201","5","5","3","1","4","4","4","16","45"
"16106107013","31201","5","5","4","4","2","4","4","18","47"
"16106107014","31201","5","5","3","1","3","3","3","13","31"
"16106107015","31201","5","5","2","3","1","4","3","13","30"
"16106107016","31201","4","5","4","0","4","1","4","13","26"
"16106107017","31201","5","5","3","2","4","3","1","13","11"
"16106107018","31201","5","5","4","0","3","4","2","13","52"
"16106107019","31201","4","4","1","4","4","4","2","15","29"
"16106107020","31201","5","5","4","4","4","3","4","19","54"
"16106107021","31201","5","5","4","3","2","0","4","13","25"
"16106107022","31201","5","5","2","1","3","4","3","13","22"
"16106107023","31201","5","5","4","3","2","4","3","16","33"
"16106107024","31201","5","5","4","3","2","3","3","15","39"
"16106107025","31201","5","5","2","3","3","4","1","13","21"
"16106107026","31201","5","5","0","4","4","3","2","13","45"
"16106107027","31201","5","4","3","3","3","3","3","15","39"
"16106107028","31201","5","5","4","3","4","4","4","19","36"
"16106107029","31201","4","5","2","3","2","3","3","13","35"
"16106107030","31201","5","5","3","4","4","4","4","19","26"
"16106107031","31201","5","5","4","4","3","4","4","19","48"
"16106107032","31201","5","5","3","4","4","4","3","18","45"
"16106107033","31201","5","5","4","4","4","2","4","18","36"
"16106107034","31201","5","5","2","4","3","1","4","14","40"
"16106107035","31201","4","4","1","3","4","3","2","13","10"
"16106107036","31201","5","5","4","4","4","3","4","19","52"
"16106107037","31201","5","5","4","4","2","4","4","18","51"
"16106107038","31201","5","5","4","3","4","2","0","13","8"
"16106107039","31201","5","5","4","2","4","3","0","13","31"
