"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107182","21101","5","5","2","3","4","4","4","17","43"
"14106107183","21101","5","5","3","4","4","4","3","18","39"
"14106107184","21101","5","4","4","4","3","1","4","16","28"
"14106107185","21101","5","4","4","4","4","0","4","16","35"
"14106107186","21101","5","5","3","4","4","4","3","18","52"
"14106107187","21101","5","5","4","4","3","2","4","17","46"
"14106107188","21101","5","5","4","4","4","2","3","17","30"
"14106107189","21101","4","5","4","3","4","4","4","19","54"
"14106107192","21101","5","5","3","4","4","4","4","19","48"
"14106107197","21101","5","5","2","4","4","4","3","17","38"
"14106107198","21101","5","5","4","2","4","4","2","16","39"
"14106107201","21101","5","5","4","2","4","4","4","18","38"
"14106107202","21101","5","5","4","4","4","2","4","18","50"
"14106107203","21101","5","5","3","4","4","4","4","19","49"
"14106107204","21101","5","5","4","4","1","4","4","17","35"
"14106107205","21101","5","5","4","4","4","4","2","18","38"
"14106107206","21101","5","5","4","4","4","4","1","17","43"
"14106107207","21101","5","5","3","1","4","2","2","12","34"
"14106107209","21101","5","5","2","3","3","4","3","15","45"
"14106107211","21101","5","5","4","0","4","4","4","16","29"
"14106107263","21101","5","5","4","3","4","3","3","17","50"
"14106107264","21101","5","5","4","4","2","3","4","17","43"
"14106107265","21101","5","4","4","4","2","4","3","17","43"
"14106107266","21101","5","5","4","4","4","4","2","18","50"
"14106107267","21101","5","5","4","2","4","4","4","18","25"
"14106107268","21101","5","4","0","4","4","4","4","16","43"
"14106107269","21101","5","4","2","4","4","3","1","14","32"
"14106107270","21101","5","5","4","4","3","3","4","18","33"
