"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"14106107191","61818","4","4","4","2","4","4","4","18","38"
"15106107230","61818","5","4","4","4","3","3","4","18","42"
"15106107231","61818","4","4","4","2","4","4","4","18","44"
"15106107228","61818","4","4","4","4","2","4","3","17","30"
"15106107233","61818","5","5","4","3","4","4","4","19","49"
"15106107227","61818","4","4","4","4","4","1","4","17","36"
"15106107260","61818","4","4","3","4","3","4","4","18","45"
"15106107262","61818","4","4","4","4","1","4","4","17","36"
"15106107259","61818","4","4","2","4","4","3","4","17","50"
"15106107267","61818","4","4","3","3","4","3","1","14","44"
"15106107234","61818","5","5","4","4","4","4","4","20","54"
"15106107235","61818","4","4","4","3","3","4","3","17","31"
"15106107236","61818","5","5","4","4","4","4","4","20","29"
"15106107263","61818","4","4","3","4","4","4","1","16","40"
"15106107264","61818","5","5","4","4","4","4","4","20","51"
"15106107237","61818","4","4","4","4","3","3","4","18","41"
"15106107238","61818","4","5","4","3","3","4","4","18","53"
"15106107239","61818","4","4","4","4","3","3","2","16","35"
"15106107229","61818","4","5","3","3","4","4","4","18","47"
"15106107240","61818","4","4","3","4","3","4","3","17","41"
"15106107241","61818","4","4","4","4","3","1","4","16","34"
"15106107242","61818","4","4","4","3","0","4","4","15","43"
"15106107244","61818","4","4","4","2","3","4","3","16","25"
"15106107265","61818","4","4","4","3","4","4","3","18","39"
"15106107245","61818","5","5","4","4","4","4","4","20","40"
"15106107246","61818","4","4","4","4","4","4","2","18","42"
"15106107247","61818","4","4","4","4","3","1","4","16","26"
"15106107248","61818","5","4","4","4","4","4","3","19","37"
"15106107249","61818","5","4","3","4","4","3","4","18","49"
"15106107250","61818","5","5","4","3","4","4","4","19","36"
"15106107253","61818","4","4","3","4","3","4","4","18","51"
"15106107254","61818","5","4","4","4","4","4","2","18","50"
"15106107255","61818","4","4","4","3","4","3","4","18","32"
"15106107266","61818","5","5","4","4","3","4","4","19","48"
"15106107256","61818","4","4","3","4","4","4","3","18","49"
"15106107257","61818","4","4","4","3","3","3","4","17","37"
