"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107227","51511","3","4","3","3","0","4","3","13","30"
"15106107228","51511","4","4","4","4","2","4","4","18","35"
"15106107229","51511","5","4","3","4","4","3","4","18","35"
"15106107230","51511","3","4","0","0","1","2","0","3","43"
"15106107231","51511","3","4","0","4","4","2","2","12","34"
"15106107233","51511","5","5","4","4","4","4","3","19","46"
"15106107234","51511","5","5","4","4","4","4","4","20","56"
"15106107235","51511","3","4","1","3","4","0","4","12","31"
"15106107236","51511","5","5","4","3","4","4","4","19","36"
"15106107237","51511","5","5","4","4","3","4","4","19","43"
"15106107238","51511","4","5","4","4","3","3","4","18","48"
"15106107239","51511","4","4","3","4","3","4","4","18","36"
"15106107240","51511","5","4","3","4","3","4","4","18","37"
"15106107241","51511","4","4","3","4","1","4","3","15","36"
"15106107242","51511","4","5","4","4","4","4","3","19","42"
"15106107244","51511","5","4","4","2","4","4","4","18","40"
"15106107245","51511","4","5","3","3","4","4","4","18","46"
"15106107246","51511","4","5","3","4","4","4","3","18","36"
"15106107247","51511","4","3","1","2","2","3","3","11","37"
"15106107248","51511","4","5","4","4","4","3","4","19","38"
"15106107249","51511","5","5","4","4","4","4","3","19","28"
"15106107250","51511","4","5","4","4","3","4","4","19","35"
"15106107253","51511","4","5","4","3","4","3","4","18","42"
"15106107254","51511","5","5","4","4","3","4","4","19","41"
"15106107255","51511","4","3","4","3","1","4","1","13","25"
"15106107256","51511","4","3","3","4","4","0","2","13","39"
"15106107257","51511","3","4","0","3","2","3","3","11","38"
"15106107259","51511","4","4","1","4","1","3","4","13","42"
"15106107260","51511","4","4","1","2","4","4","3","14","34"
"15106107262","51511","4","4","4","4","0","4","4","16","29"
"15106107263","51511","5","4","3","4","4","4","4","19","34"
"15106107264","51511","5","4","4","4","4","3","4","19","43"
"15106107265","51511","4","4","4","1","1","3","4","13","30"
"15106107266","51511","5","5","4","4","4","4","4","20","35"
"15106107267","51511","3","4","0","3","2","3","4","12","36"
